@relation control_asistencia_monngo.asistencias-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R5

@attribute nombre {'Jorge Morales','Rafael Ortiz','Claudia Reyes','Mario Salazar','Diego Campos','Luis Silva','Laura Sanchez','Juan Pena','Sofia Herrera','Sara Villalba','Felipe Mendoza','Tomas Gallardo','Hector Gutierrez','Diana Moreno','Gabriel Romero','Elena Vargas','Lucia Medina','Monica Cabrera','Jose Lopez','Paula Fernandez','Carlos Diaz','Ana Torres','Miguel Castro','Daniela Pardo','Camila Navarro','Isabel Fuentes','Pedro Gomez','Andrea Rios','Valeria Soto','Pablo Torres'}
@attribute clase {Matematicas-A,Quimica-C,Historia-B}
@attribute dia_semana {martes,viernes,lunes,miercoles,jueves}
@attribute hora {'10:15 a. m.','11:30 a. m.','10:00 a. m.','02:45 a. m.','10:15 p. m.','09:15 p. m.','07:00 p. m.','08:45 a. m.','06:15 a. m.','06:00 p. m.','01:15 a. m.','02:00 p. m.','06:45 p. m.','04:30 a. m.','04:45 p. m.','11:45 p. m.','09:00 a. m.','11:15 a. m.','08:00 a. m.','06:30 a. m.','02:30 a. m.','11:30 p. m.','05:15 p. m.','04:30 p. m.','01:00 a. m.','05:30 a. m.','02:00 a. m.','04:15 p. m.','10:30 a. m.','01:15 p. m.','09:00 p. m.','02:15 p. m.','10:30 p. m.','03:00 a. m.','12:30 a. m.','10:00 p. m.','11:00 a. m.','09:30 p. m.','03:00 p. m.','01:30 p. m.','03:45 a. m.','07:45 p. m.','05:45 a. m.','03:45 p. m.','05:15 a. m.','03:15 p. m.','08:15 p. m.','10:45 a. m.','12:00 a. m.','07:30 p. m.','07:15 p. m.','09:30 a. m.','04:45 a. m.','09:15 a. m.','07:15 a. m.','03:30 p. m.','05:00 p. m.','01:45 a. m.','08:00 p. m.','03:15 a. m.','07:30 a. m.','12:00 p. m.','04:00 p. m.','07:45 a. m.','09:45 a. m.','12:45 a. m.','04:15 a. m.','12:45 p. m.','08:15 a. m.','12:15 a. m.','08:30 p. m.','04:00 a. m.','11:45 a. m.','05:45 p. m.','01:45 p. m.','02:30 p. m.','06:45 a. m.','08:45 p. m.','08:30 a. m.','10:45 p. m.','05:30 p. m.','06:15 p. m.','12:15 p. m.','02:45 p. m.','05:00 a. m.','01:00 p. m.','11:15 p. m.','11:00 p. m.','01:30 a. m.','06:30 p. m.','03:30 a. m.','06:00 a. m.','07:00 a. m.','02:15 a. m.','09:45 p. m.','12:30 p. m.'}
@attribute mes {febrero,enero,abril,marzo,diciembre,mayo,julio,octubre,septiembre,noviembre,junio,agosto}
@attribute estado {Ausente,Presente,Tarde}

@data
'Rafael Ortiz',Matematicas-A,martes,'01:30 a. m.',marzo,Presente
'Daniela Pardo',Quimica-C,jueves,'08:30 a. m.',enero,Presente
'Luis Silva',Matematicas-A,viernes,'05:30 p. m.',abril,Presente
'Valeria Soto',Historia-B,martes,'10:30 a. m.',febrero,Ausente
'Miguel Castro',Historia-B,miercoles,'05:00 p. m.',abril,Presente
'Paula Fernandez',Historia-B,jueves,'05:15 p. m.',abril,Presente
'Ana Torres',Matematicas-A,miercoles,'06:30 p. m.',agosto,Presente
'Sara Villalba',Historia-B,miercoles,'02:45 a. m.',septiembre,Presente
'Tomas Gallardo',Historia-B,lunes,'11:15 a. m.',diciembre,Ausente
'Laura Sanchez',Historia-B,lunes,'05:00 a. m.',agosto,Presente
'Monica Cabrera',Matematicas-A,jueves,'07:30 p. m.',abril,Presente
'Luis Silva',Matematicas-A,martes,'05:30 p. m.',septiembre,Presente
'Pedro Gomez',Matematicas-A,martes,'10:45 p. m.',septiembre,Ausente
'Elena Vargas',Quimica-C,martes,'06:45 a. m.',febrero,Presente
'Felipe Mendoza',Matematicas-A,miercoles,'03:45 p. m.',enero,Presente
'Diego Campos',Matematicas-A,martes,'06:30 a. m.',abril,Presente
'Valeria Soto',Historia-B,lunes,'07:30 p. m.',diciembre,Presente
'Rafael Ortiz',Matematicas-A,lunes,'07:00 p. m.',agosto,Presente
'Gabriel Romero',Historia-B,martes,'02:00 p. m.',febrero,Presente
'Lucia Medina',Quimica-C,martes,'03:30 a. m.',octubre,Presente
'Valeria Soto',Matematicas-A,martes,'05:30 a. m.',junio,Presente
'Isabel Fuentes',Quimica-C,martes,'05:00 p. m.',febrero,Presente
'Lucia Medina',Matematicas-A,lunes,'02:30 a. m.',enero,Presente
'Diego Campos',Quimica-C,viernes,'01:15 a. m.',febrero,Presente
'Monica Cabrera',Quimica-C,miercoles,'08:45 a. m.',octubre,Presente
'Diego Campos',Quimica-C,jueves,'07:15 p. m.',marzo,Presente
'Sofia Herrera',Historia-B,lunes,'06:00 a. m.',septiembre,Presente
'Andrea Rios',Historia-B,jueves,'03:15 a. m.',julio,Presente
'Isabel Fuentes',Quimica-C,viernes,'12:30 a. m.',enero,Ausente
'Ana Torres',Matematicas-A,lunes,'02:30 p. m.',mayo,Presente
'Paula Fernandez',Matematicas-A,martes,'02:30 p. m.',septiembre,Presente
'Diana Moreno',Quimica-C,lunes,'08:00 a. m.',marzo,Presente
'Andrea Rios',Matematicas-A,jueves,'04:15 p. m.',julio,Presente
'Camila Navarro',Matematicas-A,lunes,'03:30 a. m.',febrero,Presente
'Jorge Morales',Historia-B,viernes,'01:00 a. m.',diciembre,Presente
'Isabel Fuentes',Quimica-C,martes,'06:15 p. m.',julio,Presente
'Mario Salazar',Matematicas-A,lunes,'09:45 a. m.',enero,Ausente
'Jose Lopez',Historia-B,miercoles,'02:00 p. m.',octubre,Presente
'Carlos Diaz',Matematicas-A,lunes,'07:00 a. m.',febrero,Presente
'Gabriel Romero',Quimica-C,martes,'02:00 a. m.',octubre,Presente
'Gabriel Romero',Quimica-C,martes,'03:45 p. m.',mayo,Presente
'Pedro Gomez',Quimica-C,martes,'12:15 p. m.',enero,Ausente
'Elena Vargas',Historia-B,martes,'08:30 p. m.',febrero,Presente
'Camila Navarro',Quimica-C,martes,'06:15 a. m.',marzo,Presente
'Andrea Rios',Historia-B,martes,'01:15 a. m.',septiembre,Presente
'Ana Torres',Historia-B,viernes,'09:00 p. m.',marzo,Presente
'Laura Sanchez',Historia-B,lunes,'01:00 p. m.',marzo,Presente
'Diego Campos',Historia-B,miercoles,'07:00 p. m.',marzo,Presente
'Jose Lopez',Historia-B,lunes,'04:00 p. m.',mayo,Presente
'Andrea Rios',Matematicas-A,martes,'04:00 a. m.',abril,Presente
'Paula Fernandez',Matematicas-A,viernes,'06:00 p. m.',abril,Presente
'Jorge Morales',Historia-B,miercoles,'12:45 a. m.',junio,Ausente
'Mario Salazar',Historia-B,miercoles,'09:15 a. m.',marzo,Tarde
'Isabel Fuentes',Quimica-C,lunes,'11:15 a. m.',diciembre,Ausente
'Luis Silva',Historia-B,martes,'10:45 p. m.',mayo,Ausente
'Rafael Ortiz',Matematicas-A,jueves,'03:30 a. m.',enero,Presente
'Sara Villalba',Matematicas-A,jueves,'12:30 a. m.',febrero,Ausente
'Hector Gutierrez',Matematicas-A,lunes,'05:45 a. m.',enero,Presente
'Pedro Gomez',Historia-B,martes,'06:15 a. m.',diciembre,Presente
'Claudia Reyes',Historia-B,martes,'10:00 p. m.',noviembre,Ausente
'Diego Campos',Matematicas-A,viernes,'01:45 p. m.',julio,Presente
'Lucia Medina',Quimica-C,viernes,'02:45 p. m.',septiembre,Presente
'Miguel Castro',Quimica-C,miercoles,'02:15 a. m.',mayo,Presente
'Valeria Soto',Historia-B,miercoles,'03:45 a. m.',diciembre,Presente
'Valeria Soto',Matematicas-A,lunes,'09:15 a. m.',febrero,Ausente
'Mario Salazar',Historia-B,jueves,'04:15 a. m.',febrero,Presente
'Ana Torres',Quimica-C,viernes,'06:45 a. m.',diciembre,Presente
'Juan Pena',Historia-B,jueves,'02:45 a. m.',enero,Presente
'Rafael Ortiz',Matematicas-A,lunes,'07:45 a. m.',abril,Presente
'Isabel Fuentes',Matematicas-A,lunes,'06:45 a. m.',agosto,Presente
'Claudia Reyes',Matematicas-A,lunes,'12:30 a. m.',agosto,Ausente
'Lucia Medina',Historia-B,miercoles,'05:45 a. m.',febrero,Presente
'Daniela Pardo',Matematicas-A,martes,'06:45 p. m.',agosto,Presente
'Laura Sanchez',Historia-B,viernes,'11:45 p. m.',septiembre,Ausente
'Camila Navarro',Historia-B,miercoles,'08:30 p. m.',junio,Presente
'Jose Lopez',Matematicas-A,lunes,'12:45 a. m.',enero,Ausente
'Paula Fernandez',Historia-B,lunes,'01:30 a. m.',julio,Presente
'Lucia Medina',Historia-B,lunes,'04:00 a. m.',enero,Presente
'Laura Sanchez',Historia-B,martes,'11:15 p. m.',octubre,Ausente
'Mario Salazar',Historia-B,viernes,'06:30 p. m.',agosto,Presente
'Valeria Soto',Historia-B,jueves,'09:15 a. m.',agosto,Tarde
'Tomas Gallardo',Quimica-C,martes,'12:15 a. m.',marzo,Ausente
'Ana Torres',Matematicas-A,martes,'08:15 p. m.',julio,Tarde
'Miguel Castro',Quimica-C,martes,'07:15 a. m.',agosto,Presente
'Sara Villalba',Historia-B,lunes,'05:45 a. m.',octubre,Presente
'Sofia Herrera',Matematicas-A,miercoles,'09:00 a. m.',septiembre,Ausente
'Miguel Castro',Quimica-C,lunes,'01:00 p. m.',marzo,Presente
'Mario Salazar',Quimica-C,martes,'05:45 p. m.',mayo,Presente
'Miguel Castro',Matematicas-A,jueves,'12:45 p. m.',septiembre,Ausente
'Sara Villalba',Quimica-C,viernes,'09:45 p. m.',julio,Presente
'Diego Campos',Matematicas-A,miercoles,'04:30 p. m.',abril,Presente
'Monica Cabrera',Matematicas-A,miercoles,'09:30 a. m.',febrero,Ausente
'Ana Torres',Historia-B,viernes,'04:15 p. m.',septiembre,Presente
'Pablo Torres',Historia-B,viernes,'02:15 a. m.',junio,Presente
'Rafael Ortiz',Quimica-C,jueves,'01:00 p. m.',enero,Presente
'Claudia Reyes',Matematicas-A,lunes,'11:15 p. m.',marzo,Ausente
'Laura Sanchez',Historia-B,viernes,'07:15 a. m.',mayo,Presente
'Gabriel Romero',Quimica-C,viernes,'12:30 p. m.',diciembre,Ausente
'Ana Torres',Matematicas-A,jueves,'02:15 a. m.',marzo,Presente
'Mario Salazar',Historia-B,jueves,'10:45 p. m.',septiembre,Ausente
'Laura Sanchez',Quimica-C,miercoles,'09:15 p. m.',mayo,Presente
'Carlos Diaz',Historia-B,miercoles,'11:00 a. m.',septiembre,Ausente
'Jose Lopez',Quimica-C,miercoles,'06:15 p. m.',noviembre,Presente
'Pablo Torres',Matematicas-A,viernes,'11:30 a. m.',agosto,Ausente
'Diego Campos',Quimica-C,viernes,'02:45 p. m.',octubre,Presente
'Valeria Soto',Historia-B,lunes,'06:15 a. m.',julio,Presente
'Andrea Rios',Quimica-C,viernes,'08:30 a. m.',septiembre,Presente
'Daniela Pardo',Historia-B,lunes,'05:15 p. m.',agosto,Presente
'Luis Silva',Historia-B,lunes,'07:00 p. m.',septiembre,Presente
'Jose Lopez',Matematicas-A,viernes,'07:00 a. m.',noviembre,Presente
'Claudia Reyes',Matematicas-A,jueves,'02:30 a. m.',abril,Presente
'Tomas Gallardo',Historia-B,martes,'04:00 a. m.',febrero,Presente
'Pablo Torres',Quimica-C,lunes,'02:00 p. m.',junio,Presente
'Lucia Medina',Matematicas-A,jueves,'05:15 a. m.',septiembre,Presente
'Camila Navarro',Matematicas-A,lunes,'07:45 p. m.',julio,Presente
'Ana Torres',Matematicas-A,viernes,'05:00 p. m.',agosto,Presente
'Andrea Rios',Historia-B,viernes,'03:15 a. m.',enero,Presente
'Monica Cabrera',Matematicas-A,lunes,'06:15 p. m.',junio,Presente
'Camila Navarro',Historia-B,miercoles,'07:00 a. m.',agosto,Presente
'Luis Silva',Historia-B,miercoles,'09:00 p. m.',febrero,Presente
'Valeria Soto',Historia-B,martes,'05:00 a. m.',noviembre,Presente
'Lucia Medina',Historia-B,viernes,'11:15 p. m.',diciembre,Ausente
'Lucia Medina',Matematicas-A,miercoles,'07:00 p. m.',julio,Presente
'Luis Silva',Matematicas-A,viernes,'03:30 a. m.',mayo,Presente
'Monica Cabrera',Matematicas-A,jueves,'05:30 p. m.',diciembre,Presente
'Juan Pena',Historia-B,viernes,'03:45 p. m.',agosto,Presente
'Carlos Diaz',Historia-B,jueves,'01:00 a. m.',mayo,Presente
'Valeria Soto',Quimica-C,jueves,'12:45 p. m.',octubre,Ausente
'Diego Campos',Matematicas-A,miercoles,'09:15 a. m.',diciembre,Ausente
'Diego Campos',Matematicas-A,viernes,'02:45 p. m.',abril,Presente
'Paula Fernandez',Historia-B,miercoles,'11:00 a. m.',marzo,Ausente
'Laura Sanchez',Quimica-C,martes,'09:30 a. m.',octubre,Presente
'Laura Sanchez',Historia-B,viernes,'04:00 a. m.',agosto,Presente
'Rafael Ortiz',Historia-B,martes,'08:00 a. m.',mayo,Presente
'Carlos Diaz',Matematicas-A,miercoles,'05:15 p. m.',noviembre,Presente
'Monica Cabrera',Quimica-C,miercoles,'10:45 p. m.',noviembre,Tarde
'Gabriel Romero',Matematicas-A,martes,'02:00 a. m.',abril,Presente
'Diana Moreno',Quimica-C,martes,'10:00 p. m.',noviembre,Presente
'Sara Villalba',Matematicas-A,lunes,'07:30 p. m.',julio,Presente
'Felipe Mendoza',Historia-B,miercoles,'04:00 a. m.',septiembre,Presente
'Elena Vargas',Historia-B,lunes,'05:15 a. m.',abril,Presente
'Carlos Diaz',Quimica-C,martes,'04:15 a. m.',enero,Presente
'Miguel Castro',Historia-B,martes,'12:00 p. m.',abril,Ausente
'Jose Lopez',Quimica-C,martes,'05:00 a. m.',mayo,Presente
'Juan Pena',Quimica-C,viernes,'01:15 a. m.',agosto,Presente
'Isabel Fuentes',Quimica-C,lunes,'10:00 a. m.',abril,Presente
'Monica Cabrera',Historia-B,jueves,'05:30 a. m.',enero,Presente
'Carlos Diaz',Historia-B,lunes,'06:00 p. m.',diciembre,Presente
'Jorge Morales',Historia-B,miercoles,'06:30 p. m.',marzo,Presente
'Elena Vargas',Matematicas-A,viernes,'02:15 a. m.',octubre,Presente
'Gabriel Romero',Quimica-C,jueves,'01:30 p. m.',octubre,Presente
'Miguel Castro',Historia-B,miercoles,'04:15 a. m.',junio,Presente
'Valeria Soto',Quimica-C,jueves,'12:45 a. m.',noviembre,Ausente
'Diego Campos',Matematicas-A,viernes,'11:45 a. m.',septiembre,Ausente
'Laura Sanchez',Matematicas-A,martes,'03:30 p. m.',marzo,Presente
'Pedro Gomez',Historia-B,viernes,'02:45 a. m.',octubre,Presente
'Gabriel Romero',Matematicas-A,lunes,'06:45 p. m.',junio,Presente
'Luis Silva',Matematicas-A,viernes,'10:00 p. m.',julio,Ausente
'Juan Pena',Quimica-C,martes,'01:45 a. m.',agosto,Presente
'Claudia Reyes',Quimica-C,miercoles,'09:30 p. m.',junio,Presente
'Tomas Gallardo',Historia-B,viernes,'02:45 p. m.',junio,Presente
'Paula Fernandez',Quimica-C,jueves,'07:30 a. m.',enero,Presente
'Jorge Morales',Historia-B,miercoles,'03:45 a. m.',abril,Presente
'Mario Salazar',Historia-B,jueves,'03:15 a. m.',mayo,Presente
'Paula Fernandez',Quimica-C,lunes,'06:45 p. m.',septiembre,Presente
'Lucia Medina',Historia-B,martes,'06:45 p. m.',octubre,Presente
'Camila Navarro',Historia-B,viernes,'01:45 a. m.',abril,Presente
'Jorge Morales',Historia-B,martes,'10:30 a. m.',julio,Ausente
'Diego Campos',Quimica-C,jueves,'08:15 a. m.',julio,Presente
'Claudia Reyes',Historia-B,miercoles,'05:30 a. m.',abril,Presente
'Felipe Mendoza',Quimica-C,viernes,'12:15 p. m.',febrero,Ausente
'Rafael Ortiz',Matematicas-A,jueves,'02:15 p. m.',diciembre,Presente
'Miguel Castro',Quimica-C,martes,'05:00 p. m.',febrero,Presente
'Gabriel Romero',Historia-B,jueves,'03:45 p. m.',octubre,Presente
'Pedro Gomez',Quimica-C,viernes,'04:30 a. m.',diciembre,Presente
'Camila Navarro',Quimica-C,lunes,'05:45 a. m.',septiembre,Presente
'Juan Pena',Quimica-C,lunes,'02:45 a. m.',septiembre,Presente
'Pedro Gomez',Matematicas-A,lunes,'05:30 p. m.',febrero,Presente
'Sofia Herrera',Quimica-C,miercoles,'05:30 p. m.',septiembre,Presente
'Camila Navarro',Quimica-C,miercoles,'07:30 a. m.',octubre,Presente
'Andrea Rios',Historia-B,viernes,'03:00 p. m.',agosto,Presente
'Luis Silva',Historia-B,miercoles,'04:45 p. m.',julio,Presente
'Monica Cabrera',Quimica-C,martes,'08:45 a. m.',noviembre,Presente
'Claudia Reyes',Historia-B,viernes,'12:30 a. m.',septiembre,Ausente
'Diana Moreno',Quimica-C,jueves,'04:45 a. m.',septiembre,Presente
'Mario Salazar',Quimica-C,lunes,'04:45 a. m.',septiembre,Presente
'Hector Gutierrez',Matematicas-A,miercoles,'09:15 p. m.',mayo,Ausente
'Sofia Herrera',Historia-B,jueves,'11:45 p. m.',junio,Ausente
'Valeria Soto',Quimica-C,lunes,'09:45 p. m.',julio,Presente
'Daniela Pardo',Historia-B,lunes,'09:15 p. m.',febrero,Tarde
'Laura Sanchez',Quimica-C,viernes,'03:30 p. m.',octubre,Presente
'Ana Torres',Quimica-C,martes,'01:00 a. m.',noviembre,Presente
'Miguel Castro',Quimica-C,martes,'06:30 p. m.',enero,Presente
'Tomas Gallardo',Matematicas-A,miercoles,'03:45 p. m.',diciembre,Presente
'Laura Sanchez',Historia-B,martes,'04:15 p. m.',septiembre,Presente
'Monica Cabrera',Historia-B,miercoles,'02:00 p. m.',julio,Presente
'Sofia Herrera',Quimica-C,viernes,'07:45 p. m.',enero,Presente
'Daniela Pardo',Matematicas-A,viernes,'03:45 p. m.',diciembre,Presente
'Carlos Diaz',Historia-B,miercoles,'08:00 p. m.',marzo,Presente
'Pablo Torres',Matematicas-A,lunes,'02:30 a. m.',diciembre,Presente
'Diana Moreno',Quimica-C,jueves,'09:15 a. m.',noviembre,Presente
'Pablo Torres',Quimica-C,miercoles,'11:30 a. m.',enero,Ausente
'Mario Salazar',Historia-B,miercoles,'02:00 a. m.',octubre,Presente
'Paula Fernandez',Quimica-C,jueves,'12:00 a. m.',octubre,Ausente
'Daniela Pardo',Historia-B,jueves,'10:00 a. m.',enero,Ausente
'Sara Villalba',Historia-B,viernes,'06:15 p. m.',abril,Presente
'Camila Navarro',Quimica-C,miercoles,'10:15 p. m.',diciembre,Presente
'Luis Silva',Historia-B,lunes,'03:30 a. m.',agosto,Presente
'Andrea Rios',Historia-B,lunes,'06:00 a. m.',mayo,Presente
'Diana Moreno',Matematicas-A,lunes,'08:30 a. m.',abril,Tarde
'Paula Fernandez',Quimica-C,viernes,'10:15 p. m.',abril,Presente
'Daniela Pardo',Historia-B,jueves,'11:15 p. m.',diciembre,Ausente
'Lucia Medina',Historia-B,jueves,'05:45 p. m.',agosto,Presente
'Paula Fernandez',Historia-B,jueves,'06:30 p. m.',octubre,Presente
'Miguel Castro',Historia-B,jueves,'06:00 p. m.',agosto,Presente
'Lucia Medina',Historia-B,viernes,'08:00 a. m.',junio,Presente
'Isabel Fuentes',Quimica-C,miercoles,'03:15 p. m.',abril,Presente
'Sofia Herrera',Matematicas-A,lunes,'11:15 p. m.',mayo,Ausente
'Jose Lopez',Matematicas-A,miercoles,'11:30 p. m.',diciembre,Ausente
'Lucia Medina',Matematicas-A,martes,'08:30 p. m.',julio,Tarde
'Monica Cabrera',Quimica-C,martes,'03:15 a. m.',diciembre,Presente
'Sofia Herrera',Matematicas-A,jueves,'02:30 p. m.',abril,Presente
'Elena Vargas',Quimica-C,miercoles,'09:45 p. m.',noviembre,Presente
'Jose Lopez',Matematicas-A,miercoles,'02:15 p. m.',noviembre,Presente
'Lucia Medina',Historia-B,miercoles,'04:45 p. m.',julio,Presente
'Monica Cabrera',Historia-B,miercoles,'12:45 a. m.',noviembre,Ausente
'Tomas Gallardo',Matematicas-A,lunes,'02:45 a. m.',julio,Presente
'Rafael Ortiz',Matematicas-A,viernes,'08:00 p. m.',abril,Presente
'Jose Lopez',Matematicas-A,viernes,'08:15 p. m.',febrero,Tarde
'Jorge Morales',Matematicas-A,viernes,'08:45 p. m.',mayo,Ausente
'Carlos Diaz',Historia-B,jueves,'10:45 p. m.',enero,Ausente
'Tomas Gallardo',Matematicas-A,miercoles,'04:30 a. m.',junio,Presente
'Ana Torres',Quimica-C,miercoles,'06:00 a. m.',febrero,Presente
'Ana Torres',Quimica-C,jueves,'02:00 a. m.',junio,Presente
'Elena Vargas',Quimica-C,viernes,'11:00 p. m.',octubre,Tarde
'Camila Navarro',Matematicas-A,lunes,'09:45 a. m.',septiembre,Ausente
'Diego Campos',Matematicas-A,jueves,'10:00 a. m.',junio,Ausente
'Mario Salazar',Matematicas-A,lunes,'06:15 a. m.',octubre,Presente
'Pedro Gomez',Historia-B,jueves,'01:45 p. m.',marzo,Presente
'Diego Campos',Historia-B,miercoles,'01:45 p. m.',enero,Presente
'Lucia Medina',Quimica-C,miercoles,'05:45 p. m.',febrero,Presente
'Pedro Gomez',Matematicas-A,viernes,'08:15 a. m.',agosto,Tarde
'Elena Vargas',Matematicas-A,lunes,'02:00 a. m.',mayo,Presente
'Luis Silva',Matematicas-A,jueves,'09:45 a. m.',enero,Ausente
'Isabel Fuentes',Quimica-C,miercoles,'11:00 p. m.',noviembre,Tarde
'Juan Pena',Quimica-C,lunes,'03:30 p. m.',junio,Presente
'Monica Cabrera',Historia-B,lunes,'04:45 a. m.',abril,Presente
'Juan Pena',Quimica-C,jueves,'05:30 p. m.',septiembre,Presente
'Pedro Gomez',Quimica-C,viernes,'02:30 a. m.',julio,Presente
'Rafael Ortiz',Historia-B,viernes,'03:15 p. m.',noviembre,Presente
'Ana Torres',Quimica-C,viernes,'10:30 a. m.',abril,Presente
'Ana Torres',Matematicas-A,lunes,'08:15 a. m.',noviembre,Tarde
'Carlos Diaz',Matematicas-A,viernes,'08:15 p. m.',junio,Tarde
'Carlos Diaz',Historia-B,jueves,'01:45 a. m.',noviembre,Presente
'Carlos Diaz',Historia-B,viernes,'01:30 p. m.',mayo,Presente
'Valeria Soto',Matematicas-A,miercoles,'02:45 a. m.',diciembre,Presente
'Isabel Fuentes',Historia-B,viernes,'05:45 a. m.',octubre,Presente
'Felipe Mendoza',Historia-B,jueves,'10:00 a. m.',marzo,Ausente
'Tomas Gallardo',Matematicas-A,miercoles,'04:30 a. m.',abril,Presente
'Monica Cabrera',Matematicas-A,miercoles,'08:45 p. m.',octubre,Ausente
'Ana Torres',Matematicas-A,viernes,'01:15 a. m.',julio,Presente
'Sofia Herrera',Quimica-C,miercoles,'08:00 a. m.',marzo,Presente
'Valeria Soto',Historia-B,martes,'02:00 a. m.',febrero,Presente
'Daniela Pardo',Matematicas-A,martes,'07:15 p. m.',octubre,Presente
'Andrea Rios',Quimica-C,jueves,'10:15 p. m.',marzo,Presente
'Jorge Morales',Historia-B,miercoles,'01:00 p. m.',junio,Presente
'Jorge Morales',Quimica-C,jueves,'03:15 p. m.',agosto,Presente
'Claudia Reyes',Matematicas-A,martes,'08:30 p. m.',noviembre,Tarde
'Tomas Gallardo',Matematicas-A,viernes,'02:00 a. m.',mayo,Presente
'Sofia Herrera',Quimica-C,viernes,'09:45 a. m.',junio,Presente
'Pablo Torres',Matematicas-A,lunes,'03:45 a. m.',febrero,Presente
'Hector Gutierrez',Historia-B,lunes,'11:45 a. m.',agosto,Ausente
'Rafael Ortiz',Historia-B,viernes,'08:15 p. m.',mayo,Presente
'Laura Sanchez',Matematicas-A,martes,'02:30 p. m.',mayo,Presente
'Paula Fernandez',Quimica-C,jueves,'04:00 p. m.',abril,Presente
'Miguel Castro',Historia-B,martes,'06:15 a. m.',diciembre,Presente
'Laura Sanchez',Matematicas-A,jueves,'07:15 p. m.',noviembre,Presente
'Laura Sanchez',Quimica-C,miercoles,'01:30 a. m.',mayo,Presente
'Sara Villalba',Quimica-C,martes,'08:30 a. m.',diciembre,Presente
'Sofia Herrera',Historia-B,jueves,'08:00 a. m.',septiembre,Presente
'Sofia Herrera',Historia-B,miercoles,'09:45 a. m.',noviembre,Ausente
'Andrea Rios',Matematicas-A,martes,'03:00 p. m.',febrero,Presente
'Sofia Herrera',Quimica-C,martes,'01:45 p. m.',marzo,Presente
'Laura Sanchez',Matematicas-A,martes,'10:00 a. m.',abril,Ausente
'Felipe Mendoza',Matematicas-A,jueves,'04:45 p. m.',julio,Presente
'Miguel Castro',Quimica-C,jueves,'04:30 a. m.',marzo,Presente
'Laura Sanchez',Matematicas-A,martes,'03:45 a. m.',junio,Presente
'Luis Silva',Historia-B,viernes,'08:45 p. m.',julio,Presente
'Paula Fernandez',Historia-B,miercoles,'11:00 a. m.',octubre,Ausente
'Miguel Castro',Historia-B,miercoles,'01:15 a. m.',abril,Presente
'Gabriel Romero',Quimica-C,lunes,'06:15 p. m.',abril,Presente
'Pablo Torres',Matematicas-A,jueves,'11:15 p. m.',julio,Ausente
'Daniela Pardo',Quimica-C,jueves,'12:15 p. m.',octubre,Ausente
'Camila Navarro',Matematicas-A,miercoles,'10:30 a. m.',marzo,Ausente
'Hector Gutierrez',Historia-B,jueves,'07:00 p. m.',agosto,Presente
'Sara Villalba',Historia-B,viernes,'04:15 a. m.',febrero,Presente
'Mario Salazar',Matematicas-A,jueves,'06:45 p. m.',julio,Presente
'Gabriel Romero',Quimica-C,viernes,'06:00 p. m.',agosto,Presente
'Pablo Torres',Matematicas-A,lunes,'08:45 p. m.',diciembre,Ausente
'Mario Salazar',Historia-B,viernes,'05:30 p. m.',junio,Presente
'Gabriel Romero',Historia-B,martes,'09:00 a. m.',junio,Presente
'Claudia Reyes',Matematicas-A,martes,'08:00 a. m.',enero,Presente
'Gabriel Romero',Historia-B,viernes,'01:30 p. m.',octubre,Presente
'Andrea Rios',Quimica-C,martes,'09:30 p. m.',junio,Presente
'Tomas Gallardo',Quimica-C,viernes,'06:00 p. m.',junio,Presente
'Carlos Diaz',Quimica-C,miercoles,'12:30 p. m.',septiembre,Ausente
'Felipe Mendoza',Quimica-C,lunes,'06:45 a. m.',abril,Presente
'Pedro Gomez',Quimica-C,viernes,'04:00 a. m.',noviembre,Presente
'Lucia Medina',Matematicas-A,lunes,'06:30 p. m.',octubre,Presente
'Pedro Gomez',Matematicas-A,martes,'01:45 p. m.',febrero,Presente
'Paula Fernandez',Matematicas-A,lunes,'06:00 a. m.',mayo,Presente
'Jorge Morales',Historia-B,martes,'08:15 p. m.',noviembre,Presente
'Andrea Rios',Matematicas-A,martes,'11:00 p. m.',enero,Ausente
'Rafael Ortiz',Quimica-C,martes,'05:45 a. m.',mayo,Presente
'Diego Campos',Matematicas-A,martes,'01:15 p. m.',junio,Presente
'Gabriel Romero',Matematicas-A,miercoles,'08:00 p. m.',diciembre,Presente
'Diana Moreno',Matematicas-A,lunes,'08:30 a. m.',abril,Tarde
'Diego Campos',Historia-B,martes,'05:00 p. m.',junio,Presente
'Sofia Herrera',Historia-B,lunes,'01:00 p. m.',noviembre,Presente
'Pedro Gomez',Matematicas-A,martes,'01:30 p. m.',octubre,Presente
'Monica Cabrera',Historia-B,lunes,'10:45 a. m.',octubre,Ausente
'Claudia Reyes',Matematicas-A,lunes,'05:15 a. m.',marzo,Presente
'Rafael Ortiz',Historia-B,miercoles,'08:15 p. m.',octubre,Presente
'Luis Silva',Historia-B,lunes,'08:45 p. m.',diciembre,Presente
'Miguel Castro',Matematicas-A,lunes,'01:30 a. m.',marzo,Presente
'Carlos Diaz',Quimica-C,martes,'08:30 a. m.',junio,Presente
'Pedro Gomez',Historia-B,martes,'08:00 p. m.',abril,Presente
